gene_id	midas_1EE_S42_Xp_blk	midas_1EM_S18_Xp_blk	midas_1XE_S43_Xp_blk	midas_1XM_S19_Xp_blk	midas_2EE_S44_Xp_blk	midas_2EM_S20_Xp_blk	midas_2XE_S45_Xp_blk	midas_2XM_S21_Xp_blk	midas_3EE_S46_Xp_blk	midas_3EM_S22_Xp_blk	midas_3XE_S47_Xp_blk	midas_3XM_S23_Xp_blk	midas_4EE_S48_Xp_blk	midas_4EM_S24_Xp_blk	midas_4XE_S49_Xp_blk	midas_4XM_S25_Xp_blk	midas_5EE_S50_Xp_blk	midas_5EM_S26_Xp_blk	midas_5XE_S51_Xp_blk	midas_5XM_S27_Xp_blk	midas_6EE_S52_Xp_blk	midas_6EM_S28_Xp_blk	midas_6XE_S53_Xp_blk	midas_6XM_S29_Xp_blk
SUPERPANG_00001	747	589	210	3	698	462	74	24	667	514	413	1	609	498	370	2	540	400	194	19	727	635	9	3
SUPERPANG_00002	5606	4183	1295	16	5367	3871	723	225	4888	4007	3441	13	4692	4093	2847	20	4488	2808	1409	222	5097	4456	76	43
SUPERPANG_00003	4447	3281	983	11	4178	2934	550	239	3658	2927	2962	9	3434	2969	2116	12	3511	2064	1028	137	3900	3232	62	21
SUPERPANG_00004	2019	1405	421	10	1682	1249	238	78	1714	1185	1199	4	1396	1352	924	9	1690	960	433	49	1774	1368	24	19
SUPERPANG_00005	12602	9584	3013	71	12310	8876	1797	537	12056	8903	8223	77	10009	9232	6175	76	10692	6528	3321	445	12437	9494	178	97
SUPERPANG_00006	6405	7656	1904	44	8003	7039	977	458	9708	7310	5416	16	6206	7492	4955	58	7916	4861	2770	318	9879	7581	117	62
SUPERPANG_00007	14596	9715	3314	56	12869	8759	1965	595	18632	9268	8574	20	10817	9591	6285	62	11899	6678	4598	439	15955	10595	206	103
SUPERPANG_00008	13072	9622	2955	56	12352	8990	1600	568	15514	8834	8059	32	9693	9354	6377	66	11027	6254	5037	395	14780	9957	186	92
SUPERPANG_00009	12975	8437	2673	58	11742	7985	1603	544	16596	8205	8093	31	9776	8347	5586	58	10576	5786	6818	467	14444	9165	192	103
SUPERPANG_00010	11268	7855	2616	36	10142	7051	1385	430	11075	7152	6853	32	8579	7430	4774	43	9289	4974	3874	398	11605	8423	140	82
SUPERPANG_00011	13234	12896	3650	72	15449	11883	1703	837	13279	11911	8745	159	11412	12211	8414	142	12283	8317	4160	532	14752	12699	264	182
SUPERPANG_00012	4387	4668	1175	37	5227	4451	509	264	4534	4472	2827	15	4189	4586	3199	36	3837	3128	1421	179	5113	4472	78	40
SUPERPANG_00013	18461	14139	4593	63	19234	13746	2301	850	17873	14050	12124	72	14691	14350	9686	91	15628	9836	5430	633	18008	15459	284	145
SUPERPANG_00014	3511	2935	911	25	3607	2682	470	197	3426	2617	2246	11	2644	2814	1865	20	2900	1952	982	143	3212	2999	45	41
SUPERPANG_00015	8803	7498	2102	32	9370	6659	1121	462	9183	6906	6183	25	6902	7119	4934	46	8272	4741	2902	281	8767	7421	144	41
SUPERPANG_00016	7476	5164	1565	24	6695	5032	852	307	8458	4921	5010	9	5891	5279	3250	29	6443	3548	2711	275	7249	5505	116	44
SUPERPANG_00017	9938	6928	2133	36	9418	6627	1195	376	11491	6676	6406	22	7985	6598	4665	56	8838	4280	3409	299	9050	7765	162	58
SUPERPANG_00018	6651	5500	1665	42	7034	5297	969	345	6392	5608	4533	3	5490	5438	3817	25	5881	3588	2083	250	5810	5758	99	65
SUPERPANG_00019	9592	19566	3179	93	13472	18657	2074	1340	12339	17063	7748	72	12154	17591	13405	133	14275	11346	4326	653	15821	13319	276	253
SUPERPANG_00020	4700	4002	1301	26	5525	3905	632	293	3811	3963	3107	23	4130	4074	2702	19	4108	2715	1078	165	3694	3951	59	43
SUPERPANG_00021	9863	7414	2553	29	9695	6771	1219	455	7672	7003	6312	22	7808	7307	4900	35	7534	5007	2014	267	7311	7939	145	72
SUPERPANG_00022	22135	19449	6215	98	23313	17760	2961	1190	18101	17822	15481	66	18387	18222	12537	167	19545	12582	6349	830	18798	19641	387	216
SUPERPANG_00023	2519	2069	535	3	2553	1997	289	133	1995	1847	1584	10	2061	2115	1312	15	1889	1364	590	80	2213	2209	34	16
SUPERPANG_00024	12289	10428	3032	57	12342	9458	1410	518	10350	9328	7435	32	10049	9614	6526	79	9457	6518	2790	409	10475	10318	139	123
SUPERPANG_00025	14892	11484	3306	65	14149	9964	1737	630	15071	10746	9035	46	11712	10930	7243	100	12253	7267	3803	466	12599	11669	202	131
SUPERPANG_00026	1767	2358	472	13	2196	2374	375	180	2108	2027	1157	13	1766	2166	1606	41	2150	1459	719	70	2400	1766	88	31
SUPERPANG_00027	2885	2386	740	13	3076	2314	449	176	2538	2206	1759	16	2185	2361	1510	17	2469	1412	764	124	2656	2404	39	19
SUPERPANG_00028	11024	9244	2746	56	10924	8408	1624	463	11547	8516	7737	22	8706	8650	5997	59	9429	5609	3635	392	11285	9171	188	108
SUPERPANG_00029	1128	771	275	1	1062	824	166	50	1374	791	729	6	875	857	536	10	986	590	479	29	1166	907	10	4
SUPERPANG_00030	5453	3526	1095	27	4770	3375	667	223	6805	3413	3431	12	3837	3523	2315	25	4445	2403	2315	177	5516	3784	82	47
SUPERPANG_00031	3649	2517	776	5	2981	2231	420	178	4013	2384	2284	4	2631	2268	1526	20	2895	1602	1300	137	3590	2624	63	27
SUPERPANG_00032	10457	6951	2271	34	8839	6538	1254	408	10646	6496	6308	46	7120	6623	4536	44	8312	4694	2934	351	10455	7400	184	54
SUPERPANG_00033	7675	5561	1670	41	7435	5240	1037	340	8944	5364	4957	19	5663	5522	3534	41	6596	3823	2161	247	8471	6382	127	70
SUPERPANG_00034	4720	3362	1003	24	4439	3516	642	213	5120	3314	3058	7	3392	3438	2392	41	4286	2345	1304	163	5458	3685	98	37
SUPERPANG_00035	15421	9928	3019	60	12834	9270	1692	636	16848	9347	8613	48	10192	9718	6298	80	11999	6500	3932	500	15581	10693	160	98
SUPERPANG_00036	9838	5853	1806	17	7824	5535	1050	350	11085	5940	5581	15	6588	5842	3756	30	7409	3949	2486	252	9562	6489	111	69
SUPERPANG_00037	9967	7520	2290	36	9734	7019	1213	402	11213	7441	6351	23	7754	7377	4951	43	8309	5000	2790	342	10034	8000	117	55
SUPERPANG_00038	13999	19056	3806	78	18089	17283	1730	1202	14725	17486	6870	72	14782	16942	11041	131	13389	11514	2482	401	16614	15006	286	216
SUPERPANG_00039	13074	11495	2894	52	12989	10844	1167	744	10311	10726	6639	34	10607	10511	6746	102	10133	7477	1766	266	10507	10950	208	91
SUPERPANG_00040	5957	7407	1531	27	7148	6843	880	434	6227	6577	4293	14	6029	7161	4532	81	6709	4481	1749	247	7146	6638	159	101
SUPERPANG_00041	28559	20843	6948	102	25836	18786	3474	1171	23957	19296	18045	60	21738	19602	13011	160	23334	13314	6961	971	24571	21991	381	205
SUPERPANG_00042	23743	21451	6420	131	24791	19304	2912	1256	21996	20527	16217	66	19620	20637	14116	248	18833	13925	6066	1013	23904	22236	454	282
SUPERPANG_00043	32465	22794	7203	112	28317	20091	4011	1352	31399	21228	18925	89	23438	21010	13888	175	26041	15010	8616	939	32752	23862	399	229
SUPERPANG_00044	17818	12559	3901	71	15813	11258	2218	616	21471	11229	10731	34	13492	12042	7882	109	14375	7892	7861	601	19834	12417	333	134
SUPERPANG_00045	25228	20642	6664	131	25323	18551	3272	1045	27985	19366	17366	57	20845	20150	13241	138	21168	13384	9289	926	28965	21157	375	224
SUPERPANG_00046	19036	14566	4423	76	17435	13112	2427	845	17603	13616	11820	54	13983	13567	9227	98	15844	9364	4660	644	18600	14969	313	148
SUPERPANG_00047	28661	20492	6609	113	26065	18819	3422	1117	30675	19515	18371	56	21308	19382	13447	121	23826	13778	10020	941	29437	21713	405	208
SUPERPANG_00048	879	1154	253	8	1053	992	117	71	1171	1016	674	5	944	1022	720	8	980	785	352	29	1339	1041	16	14
SUPERPANG_00049	1746	2292	538	18	2327	2154	264	92	2095	1987	1258	9	1887	1997	1426	11	1897	1442	611	109	2443	2132	46	21
SUPERPANG_00050	12399	9481	2986	49	11953	8983	1594	522	10882	8848	8491	28	9660	8929	6273	59	9750	6190	2954	434	11916	10000	171	91
SUPERPANG_00051	14276	14333	4054	79	16559	13414	2001	822	14955	13468	9981	69	12944	13895	9253	96	14539	9364	5008	602	18599	14058	251	172
SUPERPANG_00052	7041	5266	1841	17	6876	4952	753	341	6788	5174	5005	10	5680	5478	3627	39	6095	3296	2971	225	8688	5901	130	37
SUPERPANG_00053	9608	6531	1849	41	8207	6241	1135	449	9791	5764	6429	23	7533	6452	4366	44	9437	4363	6756	259	13351	6856	176	80
SUPERPANG_00054	135	113	36	1	109	97	17	6	115	99	77	2	93	96	75	2	148	71	43	0	172	126	1	2
SUPERPANG_00055	4997	3738	1236	44	4995	3522	638	244	5399	3557	3330	19	3593	3665	2395	18	4317	2560	1469	171	5661	4010	120	45
SUPERPANG_00056	6414	4444	1568	8	5902	4056	759	265	7149	4382	3986	17	4555	4356	2968	33	5045	3096	1902	209	7136	5013	125	46
SUPERPANG_00057	13849	9503	2842	69	12239	8569	1625	607	16936	8775	8349	33	10116	8919	6177	71	11246	6107	4706	410	15947	9983	193	75
SUPERPANG_00058	6797	5375	1662	31	6992	4803	835	338	8024	5113	4417	24	5175	5202	3262	29	5576	3646	2002	206	8043	5293	91	50
SUPERPANG_00059	5136	3528	1104	19	4311	3133	660	156	5847	3208	3153	10	3804	3449	2160	24	4416	2468	1503	145	5956	3881	86	43
SUPERPANG_00060	16134	9851	3111	41	12873	9090	1688	613	19156	9635	8699	29	10609	9559	6265	87	12599	6994	4015	417	17049	11068	212	82
SUPERPANG_00061	89752	64327	19103	361	82010	60841	11124	3879	95221	60887	53830	228	63434	61884	40650	439	73655	42986	27064	2720	96895	70214	1276	665
SUPERPANG_00062	19743	14980	4449	117	19400	13821	2788	959	18268	14663	12737	90	14522	14447	9426	143	16321	10286	4912	671	19154	15628	446	167
SUPERPANG_00063	3749	3626	1130	13	4359	3507	584	251	3902	3624	2818	15	3471	3699	2539	44	3495	2428	1119	156	4322	3876	105	35
SUPERPANG_00064	1611	2128	468	13	2049	2119	336	139	2056	2054	1371	2	1701	2121	1404	12	2048	1451	700	81	2535	1915	52	21
SUPERPANG_00065	1406	1889	385	17	1789	1850	353	126	1952	1609	1135	3	1452	1911	1309	24	2018	1077	599	83	2436	1528	55	24
SUPERPANG_00066	11457	7452	2376	44	9376	6599	1493	482	12855	6826	6367	30	7932	6888	4597	69	9031	4887	3197	345	11667	7891	223	46
SUPERPANG_00067	12243	7362	2144	37	9400	6643	1383	425	13582	6790	6446	25	8440	7096	4283	50	9347	4572	2939	303	12991	7801	140	48
SUPERPANG_00068	2743	2030	643	25	2628	1900	337	122	3010	2032	1829	12	2053	2107	1363	26	2293	1376	630	89	2505	2281	34	20
SUPERPANG_00069	2790	4540	865	28	4164	4207	498	253	4116	4185	1904	28	3138	4322	2945	24	3852	2769	1362	152	5269	3950	52	45
SUPERPANG_00070	3894	6984	1495	36	6503	6631	789	414	6171	6026	2925	31	4802	6399	4473	42	5435	3922	1954	225	8105	5337	85	85
SUPERPANG_00071	2409	1780	592	16	2346	1677	322	116	3440	1865	1584	5	1940	1773	1224	5	2232	1279	826	82	2836	2040	29	43
SUPERPANG_00072	4297	2852	793	17	3593	2474	475	158	5378	2627	2436	3	2894	2680	1696	18	3449	1862	1164	93	4702	2876	53	31
SUPERPANG_00073	9340	6012	1730	32	7689	5228	1031	377	11618	5579	5369	12	6690	5770	3741	30	7150	3775	2390	229	10452	6593	105	54
SUPERPANG_00074	29400	17022	5614	107	23441	15758	3079	1009	33383	16462	15229	65	19677	16642	10788	142	22176	11515	7333	762	32546	18979	500	170
SUPERPANG_00075	7014	4405	1425	25	5462	3890	721	234	7900	4095	3725	18	4900	4142	2694	37	5150	2676	1524	203	7522	4760	69	50
SUPERPANG_00076	29017	20111	6311	108	25699	18934	3504	1090	34806	19185	16965	66	20694	19149	12484	160	23042	13319	7634	776	33241	21703	418	179
SUPERPANG_00077	24693	18059	5929	93	22757	16311	2946	995	28348	16817	15740	37	18396	17605	11266	143	19640	12088	8229	823	29840	18955	412	175
SUPERPANG_00078	19453	12337	3394	55	15521	11314	2058	765	25022	10434	9724	36	14681	11927	7164	82	16622	8013	12147	479	26035	13760	291	104
SUPERPANG_00079	26125	17782	5402	98	23238	16562	3195	1134	29536	16563	16005	71	18470	17432	10946	125	21437	11928	8898	757	30338	19263	457	187
SUPERPANG_00080	7678	6677	1990	39	8285	6340	906	457	8293	6347	5156	25	6202	6474	4259	44	6514	4231	2203	293	8882	6818	95	73
SUPERPANG_00081	7690	5832	1888	29	7676	5466	1117	387	7179	5378	4878	29	5715	5595	3706	37	6394	3922	1793	242	8116	6303	108	64
SUPERPANG_00082	2346	1616	505	13	2107	1549	268	130	1943	1592	1349	8	1678	1537	1006	10	1862	1019	531	59	2214	1764	19	18
SUPERPANG_00083	12659	8185	2795	53	10982	7907	1583	533	11435	8232	7480	31	8911	8132	5201	63	9241	5709	2604	405	11541	9060	171	66
SUPERPANG_00084	4843	3424	1009	8	4303	3480	650	173	4012	3373	2967	20	3282	3271	2284	28	3872	2282	1013	186	4533	3745	74	33
SUPERPANG_00085	15172	11905	3744	56	14775	11218	1879	726	13419	11789	9829	49	11945	11642	7686	68	12996	8030	3713	546	14504	12997	157	136
SUPERPANG_00086	12132	9079	3029	51	11752	8367	1413	432	9557	8651	7803	29	9880	8594	5730	57	9163	5784	2909	445	10706	9860	164	92
SUPERPANG_00087	14112	18983	5243	130	21673	18381	2080	1169	18336	17779	10390	48	15539	18750	12461	167	15681	12425	6847	816	21486	18110	345	254
SUPERPANG_00088	49865	33443	10024	220	43715	31829	5620	2003	58769	32428	31392	150	36029	32690	20997	268	41608	22690	20750	1550	55521	36285	853	381
SUPERPANG_00089	3516	3425	976	20	3962	3318	568	204	3998	3284	2351	19	3168	3337	2111	31	3673	2139	1182	93	4517	3277	98	33
SUPERPANG_00090	18815	14712	4829	84	18839	14069	2183	970	17785	14513	12864	41	15106	14061	9372	145	15923	10021	5324	683	18285	15631	353	158
SUPERPANG_00091	3787	3102	984	17	3677	3104	541	166	3758	3143	2919	14	3121	3019	2095	28	3522	2073	1376	114	3791	3365	55	33
SUPERPANG_00092	2570	2389	616	17	2731	2205	339	112	2800	2058	1836	7	2185	2414	1677	9	2384	1533	1090	93	2903	2418	43	12
SUPERPANG_00093	7060	5982	1952	17	7425	5364	970	328	10253	5425	5259	23	6209	5853	3829	32	6326	3866	3891	262	7468	6167	126	61
SUPERPANG_00094	209	199	43	1	220	185	29	9	216	176	132	0	193	185	125	1	240	130	103	9	232	205	5	1
SUPERPANG_00095	7816	6105	2217	31	8227	5981	1111	407	7087	6040	5616	15	6475	5961	4046	54	6380	3974	2577	354	6710	6636	111	56
SUPERPANG_00096	1093	1104	335	10	1294	982	145	99	1031	1037	606	6	966	1090	787	9	923	747	311	62	1215	1117	5	7
SUPERPANG_00097	15952	16564	4503	75	19129	15659	1950	1030	14621	15440	9148	88	14444	15530	10767	177	13853	10707	4201	704	15693	16012	198	206
SUPERPANG_00098	2020	1670	564	7	2032	1496	262	103	1695	1591	1441	9	1526	1560	1101	32	1570	998	486	81	1609	1400	17	20
SUPERPANG_00099	5835	4823	1531	30	5821	4412	770	279	4615	4509	3343	17	4812	4472	3245	67	4533	3120	1597	222	5090	4773	55	60
SUPERPANG_00100	8818	6866	2262	30	8763	6868	956	411	7080	6558	5989	40	7150	6628	4374	57	6658	4676	2431	390	7354	7312	104	69
SUPERPANG_00101	2034	2032	549	4	2180	1953	223	103	1736	1911	1138	4	1621	1970	1309	6	1765	1300	593	83	2022	1846	22	22
SUPERPANG_00102	6884	7180	2118	45	8304	6594	859	509	6569	7019	3823	40	6568	7017	4894	79	7144	4679	2203	339	7799	6842	88	85
SUPERPANG_00103	6539	5201	1430	31	6417	4458	829	269	6006	4728	4026	25	5516	5010	3158	37	5716	3464	1853	230	5924	5609	81	37
SUPERPANG_00104	61	66	14	0	68	69	9	5	62	37	32	5	51	41	50	5	73	30	34	6	86	65	3	2
SUPERPANG_00105	6691	6100	1903	24	7393	5448	902	383	6816	5960	4018	17	5680	5817	3804	48	6388	4006	2614	241	6997	6393	146	70
SUPERPANG_00106	6231	6115	1958	23	7598	5719	1069	277	8066	5853	4886	14	5768	5764	3884	44	6546	3896	3111	225	7683	6308	102	48
SUPERPANG_00107	3070	3722	1022	14	3980	3376	592	177	4094	3304	2281	17	3358	3424	2249	28	3638	2216	1593	142	4054	3581	118	50
SUPERPANG_00108	11292	9128	3068	68	11945	9051	1394	586	11824	9489	7580	45	9079	9197	6146	41	9466	6357	4659	383	12413	10315	214	72
SUPERPANG_00109	11614	7365	2459	39	10091	6923	1275	397	15524	7088	7395	30	8463	7324	4671	64	9602	5046	5936	352	12184	8088	193	82
SUPERPANG_00110	4211	2998	1050	24	3833	2910	563	184	5130	2839	2786	12	3202	3016	1956	32	3768	2108	1888	122	4944	3305	93	44
SUPERPANG_00111	7805	6480	2040	30	7769	5976	1036	403	8235	6018	5259	28	6407	6212	4090	66	6981	4193	2754	273	8569	6813	196	73
SUPERPANG_00112	3521	3211	936	14	3719	2984	498	203	3995	3217	2293	21	2980	3166	2045	32	3328	2235	1268	137	4203	3567	55	30
SUPERPANG_00113	10304	7359	2488	35	10307	7464	1369	483	11268	7495	6853	43	7860	7536	4867	79	8938	5373	3355	348	10886	8580	162	66
SUPERPANG_00114	12191	9284	3114	55	11156	8943	1469	513	14184	9020	8531	16	9151	9025	5758	46	9771	5906	4910	381	12727	9802	188	85
SUPERPANG_00115	21071	15785	5393	122	19218	14576	2321	952	23712	15165	13710	62	15938	15397	10155	116	16810	10466	7338	708	22256	16604	309	148
SUPERPANG_00116	6686	4674	1572	15	6266	4556	815	252	7729	4340	4303	20	5125	4879	3193	42	5540	3362	2066	201	7537	5080	144	47
SUPERPANG_00117	4794	3306	1036	17	4445	3192	495	156	5367	3098	3131	4	3764	3331	2055	33	3906	2367	1546	170	5147	3705	96	30
SUPERPANG_00118	8695	5629	1822	18	7208	5200	905	281	9156	5172	5419	32	6165	5653	3498	23	6556	3803	2936	254	8870	5942	178	68
SUPERPANG_00119	7949	4807	1717	13	6679	4393	820	234	10704	4678	5054	15	6431	4863	2946	25	6294	3308	3574	192	8319	5652	163	38
SUPERPANG_00120	949	1431	250	5	1061	1384	190	105	1628	1288	671	6	1053	1329	921	13	1297	835	595	38	1689	965	26	13
SUPERPANG_00121	3803	12228	515	76	3715	12270	1112	851	5121	8698	4135	57	5598	10696	8219	99	6599	5142	2188	266	10550	7189	175	152
SUPERPANG_00122	2380	3186	809	12	3270	3043	366	195	2087	2777	1524	17	2338	2934	1946	32	1925	2046	796	120	2591	2706	31	34
SUPERPANG_00123	19986	14285	4696	85	18439	13824	2195	913	17271	13362	11820	215	14134	13580	9072	140	13383	9504	4202	654	16944	15483	337	187
SUPERPANG_00124	10192	6012	1862	21	7932	5852	984	352	11353	5942	5345	15	7020	5883	3913	40	8039	4215	2555	297	10313	6480	113	65
SUPERPANG_00125	3036	1808	560	7	2516	1598	324	78	3558	1602	1775	1	2156	1768	1119	11	2350	1236	914	81	3195	1976	40	13
SUPERPANG_00126	13374	9675	3146	63	12527	8915	1529	628	13667	9303	8522	56	9936	9726	6301	79	10553	6710	3847	443	14340	10336	187	116
SUPERPANG_00127	20749	18136	5686	106	21694	17053	2674	1075	24262	17891	15280	99	17937	18235	11525	195	18955	11978	9261	879	26272	18259	344	165
SUPERPANG_00128	28107	18638	6228	97	23981	17618	3222	1010	34052	18124	17532	73	20231	18342	11537	167	21833	12594	11164	880	30836	20068	426	248
SUPERPANG_00129	622	633	185	4	688	583	70	27	735	620	523	2	577	576	400	2	654	385	226	33	840	609	16	6
SUPERPANG_00130	6186	5423	1649	34	6550	5358	762	285	6588	5209	4116	9	5011	5382	3575	33	5364	3515	1849	252	7189	5655	85	70
SUPERPANG_00131	8489	6259	2018	28	8055	5778	999	326	8182	5959	5395	24	6555	6306	3985	41	6794	4336	1957	244	8508	6823	167	52
SUPERPANG_00132	10479	6783	2244	25	9174	6646	1236	391	10561	6927	6010	19	7359	6747	4474	25	8520	4764	2449	292	10148	7872	139	80
SUPERPANG_00133	4852	3391	1081	21	4081	3065	590	181	4215	3205	2766	10	3241	3220	2078	14	4111	2145	1095	132	4417	3602	51	41
SUPERPANG_00134	7376	5248	1639	38	7032	5244	895	368	6216	5078	4471	27	4972	5171	3439	34	6172	3568	1585	254	6683	5731	114	57
SUPERPANG_00135	4111	3210	995	14	3995	2919	477	167	4391	3038	2586	14	3323	2919	1996	26	3512	2022	1064	152	3906	3139	65	22
SUPERPANG_00136	12048	9005	2746	43	10894	7894	1451	530	12059	8256	7578	30	9251	8371	5464	65	10632	5741	2894	424	11236	8711	198	74
SUPERPANG_00137	34130	26138	8249	132	32001	23472	4211	1498	34335	24355	22679	142	24582	24703	16355	213	28707	16886	9974	1088	32933	27591	619	301
SUPERPANG_00138	5280	3696	1264	26	4623	3524	676	192	5572	3698	3557	11	3654	3741	2295	46	4323	2448	1782	164	4872	4000	95	50
SUPERPANG_00139	9872	7655	2611	55	9588	6893	1218	401	8789	7465	6583	18	7494	7386	4666	54	7955	5115	2912	317	8673	7902	184	80
SUPERPANG_00140	100	98	23	0	97	75	6	2	92	102	65	1	96	78	69	6	131	51	40	3	119	109	6	1
SUPERPANG_00141	4946	6716	1523	37	6634	6396	935	400	5512	6311	4057	32	5281	6277	4335	105	5620	4041	2116	264	6286	5907	184	84
SUPERPANG_00142	11824	15243	3811	112	14596	14075	2081	913	11939	14205	8915	170	12557	14353	9900	318	11133	9462	4310	668	13790	13285	387	253
SUPERPANG_00143	3260	4315	1222	31	4362	4138	561	251	3603	4314	2434	17	3446	4237	3003	58	3186	2812	1270	206	3997	4058	113	41
SUPERPANG_00144	1610	2235	532	24	1914	1931	247	126	1716	1866	1204	4	1659	1850	1439	21	1574	1293	564	73	1921	1957	43	20
SUPERPANG_00145	16346	14761	4529	98	17213	13543	2303	835	14441	13919	11618	48	14147	14498	9436	85	15046	9672	5875	624	15078	14583	316	127
SUPERPANG_00146	15716	11556	3778	62	14529	10955	1741	568	13683	10898	10660	106	11960	10965	7056	100	12254	7553	5136	528	12577	12026	279	89
SUPERPANG_00147	2158	2462	523	27	2466	2243	264	166	2083	2104	1432	11	1897	2280	1562	21	1894	1590	679	85	2364	2341	41	18
SUPERPANG_00148	5914	6060	1959	39	6838	5610	538	374	5463	5781	3115	31	5368	5471	3953	43	4796	3872	1687	324	5917	5875	88	92
SUPERPANG_00149	14102	11397	3807	90	14278	10869	1763	691	15905	10854	10056	49	11130	10933	7247	87	12417	7306	4523	452	14749	12407	199	146
SUPERPANG_00150	22290	16133	5395	106	19865	14949	2637	992	24749	15700	14886	69	16163	15377	10390	176	17582	10596	7446	810	23068	17060	344	166
SUPERPANG_00151	30237	21553	6922	119	26933	19895	3810	1342	32747	21016	19063	93	21842	20815	13205	145	24821	14291	8995	1007	32823	23629	378	242
SUPERPANG_00152	5506	6035	1462	33	6188	5550	802	320	6295	5511	4189	20	4919	5852	3792	54	5731	3837	2506	232	8186	5986	144	75
SUPERPANG_00153	2580	2353	734	3	2870	2075	310	144	2957	2222	1907	4	1984	2246	1480	22	2122	1503	1348	88	3612	2379	33	27
SUPERPANG_00154	3826	2947	996	18	3422	2761	454	167	4274	2759	2664	10	3057	2821	1867	19	3150	1813	2045	153	4795	2948	53	23
SUPERPANG_00155	12500	8880	2875	47	11480	7883	1561	463	15893	8099	6653	52	10577	8637	5540	54	10892	6031	10078	365	17203	10167	253	53
SUPERPANG_00156	7458	6282	1845	53	7164	6047	940	317	9093	5690	5448	30	5979	6065	4070	34	7131	4297	4851	264	10624	6274	179	75
SUPERPANG_00157	23240	17432	5327	105	21393	15724	2908	958	25046	16197	15354	65	17153	16747	11031	124	19950	11305	7963	718	26759	18619	296	154
SUPERPANG_00158	17368	13743	4467	72	16543	12395	2452	793	22222	12614	12147	38	14014	13156	8297	68	15581	8834	7176	583	20772	13883	263	153
SUPERPANG_00159	20402	19951	6076	130	23532	18353	2786	1236	26209	19031	15086	89	18913	19094	12920	185	19438	13095	8688	886	26340	20698	401	247
SUPERPANG_00160	3751	3236	1056	21	3807	3127	459	218	3566	3100	2939	29	3283	3190	2094	15	3021	2195	1064	150	3942	3371	52	31
SUPERPANG_00161	2687	2351	888	15	2762	2066	406	148	2572	2202	1984	3	2417	2298	1500	7	2364	1434	762	94	2844	2294	52	26
SUPERPANG_00162	11698	9061	2941	64	11359	8581	1335	604	12209	8494	7739	44	9302	8733	6117	75	9989	5946	3333	446	11991	9613	170	103
SUPERPANG_00163	6142	4377	1385	17	6065	4049	778	306	7579	4276	4060	22	4774	4148	2669	20	5485	2850	1966	227	6136	4762	59	78
SUPERPANG_00164	8040	6833	2051	39	8186	6369	1018	411	8211	6356	5743	17	6383	6566	4445	75	6987	4417	2264	338	7976	6890	162	111
SUPERPANG_00165	32397	25906	8304	138	32483	24352	4316	1603	30301	24159	21801	141	25030	25246	16667	224	27020	17222	7352	1166	31256	28162	490	282
SUPERPANG_00166	8730	9172	2379	54	10766	8456	1137	505	9983	8771	6611	51	7873	9057	6171	81	8910	5863	3176	321	10173	9298	113	104
SUPERPANG_00167	3161	2646	767	16	3215	2364	352	169	3461	2534	2338	17	2489	2543	1558	19	2926	1749	1167	150	3126	2789	28	25
SUPERPANG_00168	15648	12959	4081	76	15542	12056	1980	626	15922	12363	10874	31	12705	12677	8618	94	13877	8458	5314	577	16160	13760	217	147
SUPERPANG_00169	10573	8902	2857	37	10707	8001	1318	515	10477	8618	7480	24	8721	8637	5657	71	8628	5609	2837	458	10370	9367	142	94
SUPERPANG_00170	8595	6298	2079	32	8122	5789	1130	352	8108	6151	5725	13	6577	6237	4105	53	6922	4147	2056	302	8142	6884	146	89
SUPERPANG_00171	13452	10549	3270	70	13271	9727	2009	594	13882	9916	9367	68	10034	9977	6526	101	11334	6830	3841	459	14268	10930	332	93
SUPERPANG_00172	15783	10363	3422	54	12861	9134	1704	546	18203	9773	9626	64	11120	10193	6346	63	12307	6932	5339	479	16401	11107	229	94
SUPERPANG_00173	8787	6205	2110	33	7646	5950	1115	351	9186	5872	5680	22	6417	5902	3981	33	6802	4309	2907	255	9117	6689	114	79
SUPERPANG_00174	1869	1622	494	22	2005	1590	257	100	2005	1593	1387	25	1429	1590	1036	28	1649	1175	615	83	2088	1702	55	12
SUPERPANG_00175	3446	3364	903	15	3779	3145	437	215	3598	3120	2500	10	2730	3198	2097	26	3282	2136	1052	128	4179	3192	76	31
SUPERPANG_00176	5805	5731	1685	24	6408	5156	869	325	5412	5265	4658	16	5141	5351	3449	41	5457	3531	1625	238	6477	5576	91	58
SUPERPANG_00177	2623	2971	744	20	3239	2739	480	150	2806	2736	2211	44	2371	2945	1755	35	2802	1881	822	108	3312	2877	104	42
SUPERPANG_00178	15150	11966	3646	62	14771	10957	2009	705	15159	11559	9948	65	11562	11596	7643	91	12920	7557	4190	532	16137	12394	225	124
SUPERPANG_00179	9227	5802	1933	19	7874	5268	1004	283	11728	5636	5227	30	6399	5675	3492	20	6862	3839	2701	314	9956	6574	93	67
SUPERPANG_00180	6625	4320	1405	14	5799	4035	753	263	7174	4328	3778	17	4497	4143	2829	15	5335	3010	1926	224	6845	5020	62	20
SUPERPANG_00181	74	59	19	0	71	51	11	8	65	71	52	0	50	60	42	0	103	48	27	3	99	75	2	1
SUPERPANG_00182	2636	1799	616	12	2383	1724	317	127	2756	1908	1751	5	1983	1782	1175	24	2154	1258	703	87	2586	2006	37	18
